2019-07-23 22:09:49.250031|error brewery|cześć brat!|10
2019-07-23 22:09:53.032341|error brewery|recraft|10
2019-07-23 22:09:56.896302|error brewery|minibrowar spiz|10
2019-07-23 22:10:05.024496|error beer|rohozec|skalak tmave|1
2019-07-23 22:10:05.048087|error beer|rohozec|skalak 13%|1
2019-07-23 22:10:13.340522|error beer|prost|american wheat z herbatą|1
2019-07-23 22:10:17.930545|error brewery|grimbergen|10
2019-07-23 22:10:48.819616|error beer|kazimierz|król chmielu|1
2019-07-23 22:10:49.323326|error beer|kazimierz|ristafa non-ba|1
2019-07-23 22:11:39.965747|error beer|incognito|mango wheat|3
2019-07-23 22:11:39.987166|error beer|incognito|new zealand new england ipa|2
2019-07-23 22:11:40.008102|error beer|incognito|ddh polish hops|2
2019-07-23 22:11:40.029971|error beer|incognito|citrus pale ale|1
2019-07-23 22:11:40.051701|error beer|incognito|black ipa|1
2019-07-23 22:13:22.922814|error beer|browar jana|owocowy hefeweizen|1
2019-07-23 22:13:31.255130|error beer|za miastem|siła spokoju - sherry oloroso|1
2019-07-23 22:13:39.148632|error beer|brodacz|playground no. 12|1
2019-07-23 22:13:39.482743|error beer|brodacz|playground 8|1
2019-07-23 22:13:39.809182|error beer|brodacz|tiramisu imperial milk stout|1
2019-07-23 22:13:47.297177|error beer|krakonos|svetly lezak|1
2019-07-23 22:13:47.318501|error beer|krakonos|tmave vycepni|1
2019-07-23 22:13:47.651319|error beer|krakonos|krakonos 11|2
2019-07-23 22:13:47.673316|error beer|krakonos|krakonoš kvasnicovy|1
2019-07-23 22:13:55.602630|error beer|ale browar|simcoe & mosaic ddh dipa|1
2019-07-23 22:13:55.929982|error beer|ale browar|new wave gose morela|1
2019-07-23 22:13:55.952530|error beer|ale browar|smokey joe|1
2019-07-23 22:14:20.682206|error beer|stary rynek|milk stout nitro|1
2019-07-23 22:14:20.704260|error beer|stary rynek|ipa light|1
2019-07-23 22:14:32.658397|error brewery|cydr dobroński|7
2019-07-23 22:14:40.664052|error beer|t.e.a. time brewpub|smooth hoperator|1
2019-07-23 22:14:40.686417|error beer|t.e.a. time brewpub|land of hops ang glory|1
2019-07-23 22:14:40.708367|error beer|t.e.a. time brewpub|london stout|1
2019-07-23 22:14:40.730342|error beer|t.e.a. time brewpub|podgórskie|1
2019-07-23 22:14:48.439853|error beer|primator|primátor premium lager 12°|1
2019-07-23 22:14:48.461727|error beer|primator|primátor weizen|2
2019-07-23 22:14:48.483359|error beer|primator|dark lager|3
2019-07-23 22:14:48.505373|error beer|primator|poltmavy|1
2019-07-23 22:14:56.163270|error beer|minister|minister na targu pils z arbuzem i pomarańczą|2
2019-07-23 22:14:56.184785|error beer|minister|pilzner|1
2019-07-23 22:15:04.099178|error beer|browar zamkowy cieszyn|juicy ipa|2
2019-07-23 22:15:08.079884|error brewery|browar olimp|7
2019-07-23 22:15:11.931190|error brewery|abbaye de leffe|7
